byte_index,bit_index,ones,zeros,p1,x,msb_expanded_column,lsb_expanded_column
0,0,413,587,0.413000000,587,7,0
0,1,443,557,0.443000000,557,6,1
0,2,373,627,0.373000000,627,5,2
0,3,395,605,0.395000000,605,4,3
0,4,341,659,0.341000000,659,3,4
0,5,116,884,0.116000000,884,2,5
0,6,346,654,0.346000000,654,1,6
0,7,388,612,0.388000000,612,0,7
1,0,387,613,0.387000000,613,15,8
1,1,436,564,0.436000000,564,14,9
1,2,480,520,0.480000000,520,13,10
1,3,338,662,0.338000000,662,12,11
1,4,361,639,0.361000000,639,11,12
1,5,374,626,0.374000000,626,10,13
1,6,421,579,0.421000000,579,9,14
1,7,468,532,0.468000000,532,8,15
2,0,448,552,0.448000000,552,23,16
2,1,436,564,0.436000000,564,22,17
2,2,472,528,0.472000000,528,21,18
2,3,367,633,0.367000000,633,20,19
2,4,331,669,0.331000000,669,19,20
2,5,215,785,0.215000000,785,18,21
2,6,390,610,0.390000000,610,17,22
2,7,475,525,0.475000000,525,16,23
3,0,357,643,0.357000000,643,31,24
3,1,331,669,0.331000000,669,30,25
3,2,389,611,0.389000000,611,29,26
3,3,232,768,0.232000000,768,28,27
3,4,314,686,0.314000000,686,27,28
3,5,414,586,0.414000000,586,26,29
3,6,381,619,0.381000000,619,25,30
3,7,434,566,0.434000000,566,24,31
4,0,362,638,0.362000000,638,39,32
4,1,255,745,0.255000000,745,38,33
4,2,400,600,0.400000000,600,37,34
4,3,307,693,0.307000000,693,36,35
4,4,345,655,0.345000000,655,35,36
4,5,408,592,0.408000000,592,34,37
4,6,403,597,0.403000000,597,33,38
4,7,469,531,0.469000000,531,32,39
5,0,405,595,0.405000000,595,47,40
5,1,258,742,0.258000000,742,46,41
5,2,362,638,0.362000000,638,45,42
5,3,446,554,0.446000000,554,44,43
5,4,352,648,0.352000000,648,43,44
5,5,418,582,0.418000000,582,42,45
5,6,449,551,0.449000000,551,41,46
5,7,427,573,0.427000000,573,40,47
6,0,368,632,0.368000000,632,55,48
6,1,353,647,0.353000000,647,54,49
6,2,385,615,0.385000000,615,53,50
6,3,449,551,0.449000000,551,52,51
6,4,387,613,0.387000000,613,51,52
6,5,395,605,0.395000000,605,50,53
6,6,442,558,0.442000000,558,49,54
6,7,337,663,0.337000000,663,48,55
7,0,361,639,0.361000000,639,63,56
7,1,363,637,0.363000000,637,62,57
7,2,386,614,0.386000000,614,61,58
7,3,468,532,0.468000000,532,60,59
7,4,410,590,0.410000000,590,59,60
7,5,385,615,0.385000000,615,58,61
7,6,443,557,0.443000000,557,57,62
7,7,299,701,0.299000000,701,56,63
8,0,357,643,0.357000000,643,71,64
8,1,383,617,0.383000000,617,70,65
8,2,380,620,0.380000000,620,69,66
8,3,420,580,0.420000000,580,68,67
8,4,398,602,0.398000000,602,67,68
8,5,341,659,0.341000000,659,66,69
8,6,441,559,0.441000000,559,65,70
8,7,358,642,0.358000000,642,64,71
9,0,323,677,0.323000000,677,79,72
9,1,364,636,0.364000000,636,78,73
9,2,377,623,0.377000000,623,77,74
9,3,412,588,0.412000000,588,76,75
9,4,431,569,0.431000000,569,75,76
9,5,338,662,0.338000000,662,74,77
9,6,390,610,0.390000000,610,73,78
9,7,347,653,0.347000000,653,72,79
10,0,342,658,0.342000000,658,87,80
10,1,361,639,0.361000000,639,86,81
10,2,412,588,0.412000000,588,85,82
10,3,370,630,0.370000000,630,84,83
10,4,414,586,0.414000000,586,83,84
10,5,322,678,0.322000000,678,82,85
10,6,367,633,0.367000000,633,81,86
10,7,395,605,0.395000000,605,80,87
11,0,325,675,0.325000000,675,95,88
11,1,360,640,0.360000000,640,94,89
11,2,412,588,0.412000000,588,93,90
11,3,329,671,0.329000000,671,92,91
11,4,397,603,0.397000000,603,91,92
11,5,382,618,0.382000000,618,90,93
11,6,371,629,0.371000000,629,89,94
11,7,442,558,0.442000000,558,88,95
12,0,394,606,0.394000000,606,103,96
12,1,363,637,0.363000000,637,102,97
12,2,414,586,0.414000000,586,101,98
12,3,388,612,0.388000000,612,100,99
12,4,416,584,0.416000000,584,99,100
12,5,389,611,0.389000000,611,98,101
12,6,347,653,0.347000000,653,97,102
12,7,396,604,0.396000000,604,96,103
13,0,400,600,0.400000000,600,111,104
13,1,346,654,0.346000000,654,110,105
13,2,387,613,0.387000000,613,109,106
13,3,411,589,0.411000000,589,108,107
13,4,357,643,0.357000000,643,107,108
13,5,408,592,0.408000000,592,106,109
13,6,356,644,0.356000000,644,105,110
13,7,368,632,0.368000000,632,104,111
14,0,383,617,0.383000000,617,119,112
14,1,337,663,0.337000000,663,118,113
14,2,401,599,0.401000000,599,117,114
14,3,419,581,0.419000000,581,116,115
14,4,338,662,0.338000000,662,115,116
14,5,390,610,0.390000000,610,114,117
14,6,347,653,0.347000000,653,113,118
14,7,374,626,0.374000000,626,112,119
15,0,388,612,0.388000000,612,127,120
15,1,360,640,0.360000000,640,126,121
15,2,375,625,0.375000000,625,125,122
15,3,396,604,0.396000000,604,124,123
15,4,355,645,0.355000000,645,123,124
15,5,365,635,0.365000000,635,122,125
15,6,388,612,0.388000000,612,121,126
15,7,389,611,0.389000000,611,120,127
16,0,373,627,0.373000000,627,135,128
16,1,384,616,0.384000000,616,134,129
16,2,354,646,0.354000000,646,133,130
16,3,404,596,0.404000000,596,132,131
16,4,384,616,0.384000000,616,131,132
16,5,359,641,0.359000000,641,130,133
16,6,364,636,0.364000000,636,129,134
16,7,361,639,0.361000000,639,128,135
17,0,363,637,0.363000000,637,143,136
17,1,387,613,0.387000000,613,142,137
17,2,365,635,0.365000000,635,141,138
17,3,403,597,0.403000000,597,140,139
17,4,377,623,0.377000000,623,139,140
17,5,342,658,0.342000000,658,138,141
17,6,395,605,0.395000000,605,137,142
17,7,384,616,0.384000000,616,136,143
18,0,355,645,0.355000000,645,151,144
18,1,387,613,0.387000000,613,150,145
18,2,375,625,0.375000000,625,149,146
18,3,393,607,0.393000000,607,148,147
18,4,357,643,0.357000000,643,147,148
18,5,331,669,0.331000000,669,146,149
18,6,390,610,0.390000000,610,145,150
18,7,369,631,0.369000000,631,144,151
19,0,354,646,0.354000000,646,159,152
19,1,394,606,0.394000000,606,158,153
19,2,352,648,0.352000000,648,157,154
19,3,360,640,0.360000000,640,156,155
19,4,376,624,0.376000000,624,155,156
19,5,357,643,0.357000000,643,154,157
19,6,391,609,0.391000000,609,153,158
19,7,415,585,0.415000000,585,152,159
20,0,369,631,0.369000000,631,167,160
20,1,362,638,0.362000000,638,166,161
20,2,374,626,0.374000000,626,165,162
20,3,346,654,0.346000000,654,164,163
20,4,375,625,0.375000000,625,163,164
20,5,389,611,0.389000000,611,162,165
20,6,368,632,0.368000000,632,161,166
20,7,389,611,0.389000000,611,160,167
21,0,386,614,0.386000000,614,175,168
21,1,370,630,0.370000000,630,174,169
21,2,396,604,0.396000000,604,173,170
21,3,381,619,0.381000000,619,172,171
21,4,397,603,0.397000000,603,171,172
21,5,387,613,0.387000000,613,170,173
21,6,351,649,0.351000000,649,169,174
21,7,392,608,0.392000000,608,168,175
22,0,399,601,0.399000000,601,183,176
22,1,338,662,0.338000000,662,182,177
22,2,378,622,0.378000000,622,181,178
22,3,386,614,0.386000000,614,180,179
22,4,360,640,0.360000000,640,179,180
22,5,374,626,0.374000000,626,178,181
22,6,363,637,0.363000000,637,177,182
22,7,359,641,0.359000000,641,176,183
23,0,393,607,0.393000000,607,191,184
23,1,353,647,0.353000000,647,190,185
