byte_index,bit_index,ones,zeros,p1,x,msb_expanded_column,lsb_expanded_column
0,0,266,734,0.266000000,734,7,0
0,1,365,635,0.365000000,635,6,1
0,2,289,711,0.289000000,711,5,2
0,3,374,626,0.374000000,626,4,3
0,4,409,591,0.409000000,591,3,4
0,5,351,649,0.351000000,649,2,5
0,6,412,588,0.412000000,588,1,6
0,7,392,608,0.392000000,608,0,7
1,0,303,697,0.303000000,697,15,8
1,1,417,583,0.417000000,583,14,9
1,2,280,720,0.280000000,720,13,10
1,3,387,613,0.387000000,613,12,11
1,4,457,543,0.457000000,543,11,12
1,5,402,598,0.402000000,598,10,13
1,6,417,583,0.417000000,583,9,14
1,7,424,576,0.424000000,576,8,15
2,0,248,752,0.248000000,752,23,16
2,1,344,656,0.344000000,656,22,17
2,2,412,588,0.412000000,588,21,18
2,3,449,551,0.449000000,551,20,19
2,4,440,560,0.440000000,560,19,20
2,5,420,580,0.420000000,580,18,21
2,6,451,549,0.451000000,549,17,22
2,7,442,558,0.442000000,558,16,23
3,0,376,624,0.376000000,624,31,24
3,1,342,658,0.342000000,658,30,25
3,2,413,587,0.413000000,587,29,26
3,3,411,589,0.411000000,589,28,27
3,4,390,610,0.390000000,610,27,28
3,5,349,651,0.349000000,651,26,29
3,6,313,687,0.313000000,687,25,30
3,7,437,563,0.437000000,563,24,31
4,0,434,566,0.434000000,566,39,32
4,1,353,647,0.353000000,647,38,33
4,2,403,597,0.403000000,597,37,34
4,3,333,667,0.333000000,667,36,35
4,4,383,617,0.383000000,617,35,36
4,5,387,613,0.387000000,613,34,37
4,6,290,710,0.290000000,710,33,38
4,7,389,611,0.389000000,611,32,39
5,0,430,570,0.430000000,570,47,40
5,1,318,682,0.318000000,682,46,41
5,2,405,595,0.405000000,595,45,42
5,3,346,654,0.346000000,654,44,43
5,4,356,644,0.356000000,644,43,44
5,5,394,606,0.394000000,606,42,45
5,6,341,659,0.341000000,659,41,46
5,7,418,582,0.418000000,582,40,47
6,0,416,584,0.416000000,584,55,48
6,1,334,666,0.334000000,666,54,49
6,2,369,631,0.369000000,631,53,50
6,3,406,594,0.406000000,594,52,51
6,4,387,613,0.387000000,613,51,52
6,5,408,592,0.408000000,592,50,53
6,6,356,644,0.356000000,644,49,54
6,7,361,639,0.361000000,639,48,55
7,0,368,632,0.368000000,632,63,56
7,1,402,598,0.402000000,598,62,57
7,2,345,655,0.345000000,655,61,58
7,3,416,584,0.416000000,584,60,59
7,4,386,614,0.386000000,614,59,60
7,5,386,614,0.386000000,614,58,61
7,6,350,650,0.350000000,650,57,62
7,7,324,676,0.324000000,676,56,63
8,0,408,592,0.408000000,592,71,64
8,1,408,592,0.408000000,592,70,65
8,2,357,643,0.357000000,643,69,66
8,3,385,615,0.385000000,615,68,67
8,4,374,626,0.374000000,626,67,68
8,5,366,634,0.366000000,634,66,69
8,6,414,586,0.414000000,586,65,70
8,7,326,674,0.326000000,674,64,71
9,0,355,645,0.355000000,645,79,72
9,1,413,587,0.413000000,587,78,73
9,2,347,653,0.347000000,653,77,74
9,3,402,598,0.402000000,598,76,75
9,4,378,622,0.378000000,622,75,76
9,5,408,592,0.408000000,592,74,77
9,6,413,587,0.413000000,587,73,78
9,7,362,638,0.362000000,638,72,79
10,0,331,669,0.331000000,669,87,80
10,1,426,574,0.426000000,574,86,81
10,2,367,633,0.367000000,633,85,82
10,3,385,615,0.385000000,615,84,83
10,4,428,572,0.428000000,572,83,84
10,5,390,610,0.390000000,610,82,85
10,6,402,598,0.402000000,598,81,86
10,7,334,666,0.334000000,666,80,87
11,0,377,623,0.377000000,623,95,88
11,1,416,584,0.416000000,584,94,89
11,2,400,600,0.400000000,600,93,90
11,3,360,640,0.360000000,640,92,91
11,4,409,591,0.409000000,591,91,92
11,5,354,646,0.354000000,646,90,93
11,6,378,622,0.378000000,622,89,94
11,7,386,614,0.386000000,614,88,95
12,0,376,624,0.376000000,624,103,96
12,1,394,606,0.394000000,606,102,97
12,2,378,622,0.378000000,622,101,98
12,3,343,657,0.343000000,657,100,99
12,4,384,616,0.384000000,616,99,100
12,5,350,650,0.350000000,650,98,101
12,6,363,637,0.363000000,637,97,102
12,7,383,617,0.383000000,617,96,103
13,0,373,627,0.373000000,627,111,104
13,1,380,620,0.380000000,620,110,105
13,2,363,637,0.363000000,637,109,106
13,3,320,680,0.320000000,680,108,107
13,4,405,595,0.405000000,595,107,108
13,5,422,578,0.422000000,578,106,109
13,6,390,610,0.390000000,610,105,110
13,7,415,585,0.415000000,585,104,111
14,0,353,647,0.353000000,647,119,112
14,1,359,641,0.359000000,641,118,113
14,2,421,579,0.421000000,579,117,114
14,3,381,619,0.381000000,619,116,115
14,4,377,623,0.377000000,623,115,116
14,5,415,585,0.415000000,585,114,117
14,6,360,640,0.360000000,640,113,118
14,7,374,626,0.374000000,626,112,119
15,0,397,603,0.397000000,603,127,120
15,1,357,643,0.357000000,643,126,121
15,2,405,595,0.405000000,595,125,122
15,3,348,652,0.348000000,652,124,123
15,4,331,669,0.331000000,669,123,124
15,5,407,593,0.407000000,593,122,125
15,6,370,630,0.370000000,630,121,126
15,7,419,581,0.419000000,581,120,127
