label,input,sha256,decode_status,decode_error,formal_warmup_bytes,snapshot_warmup_bits,restart_ref_status,byte_pos,samples,rand_p1,rand_abs_bias,rand_entropy,rand_min_entropy,stage_xor_entropy,stage_xor_min_entropy,sampled_fixed_bits,sampled_heavy_bits,worst_sampled_bit,worst_sampled_p1,worst_sampled_abs_bias,bad_marker_rows,invalid_frames
restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01.bin,759EBC3373382FB45C2F25C138BA4040DD68CDAD97F16DAFDF94282A17F43F37,decoded,,5,40,pass,2,1024,0.427734375,0.072265625,0.984878663,0.805243146,7.811232712,6.540568381,0,0,2,0.584960938,0.084960938,0,0
restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01.bin,759EBC3373382FB45C2F25C138BA4040DD68CDAD97F16DAFDF94282A17F43F37,decoded,,5,40,pass,3,1024,0.419921875,0.080078125,0.981417497,0.785680879,7.769559757,6.299560282,0,0,2,0.583984375,0.083984375,0,0
restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01.bin,759EBC3373382FB45C2F25C138BA4040DD68CDAD97F16DAFDF94282A17F43F37,decoded,,5,40,pass,4,1024,0.418945312,0.081054688,0.980959471,0.783254142,7.804730448,6.540568381,0,0,10,0.589843750,0.089843750,0,0
restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01.bin,759EBC3373382FB45C2F25C138BA4040DD68CDAD97F16DAFDF94282A17F43F37,decoded,,5,40,pass,5,1024,0.422851562,0.077148438,0.982757700,0.792985680,7.809821840,6.678071905,0,0,2,0.576171875,0.076171875,0,0
restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01.bin,759EBC3373382FB45C2F25C138BA4040DD68CDAD97F16DAFDF94282A17F43F37,decoded,,5,40,pass,6,1024,0.412109375,0.087890625,0.977594821,0.766380323,7.826537340,6.830074999,0,0,2,0.586914062,0.086914062,0,0
restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup40_cap1024_fixed_run01.bin,759EBC3373382FB45C2F25C138BA4040DD68CDAD97F16DAFDF94282A17F43F37,decoded,,5,40,pass,7,1024,0.454101562,0.045898438,0.993912879,0.873295527,7.806809693,6.415037499,0,0,26,0.583984375,0.083984375,0,0
restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01.bin,4609B47A6857749CF7F90CE7374B19AF1287EE70CA76ED1A683D3F322A118336,decoded,,10,80,pass,0,1024,0.480468750,0.019531250,0.998899031,0.944717564,7.820337779,6.830074999,0,0,18,0.589843750,0.089843750,0,0
restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01.bin,4609B47A6857749CF7F90CE7374B19AF1287EE70CA76ED1A683D3F322A118336,decoded,,10,80,pass,1,1024,0.477539062,0.022460938,0.998543849,0.936604919,7.792205693,6.678071905,0,0,10,0.604492188,0.104492188,0,0
restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01.bin,4609B47A6857749CF7F90CE7374B19AF1287EE70CA76ED1A683D3F322A118336,decoded,,10,80,pass,2,1024,0.524414062,0.024414062,0.998279489,0.931221722,7.787876022,6.540568381,0,0,14,0.597656250,0.097656250,0,0
restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01.bin,4609B47A6857749CF7F90CE7374B19AF1287EE70CA76ED1A683D3F322A118336,decoded,,10,80,pass,3,1024,0.511718750,0.011718750,0.999603716,0.966576998,7.814758398,6.678071905,0,0,18,0.591796875,0.091796875,0,0
restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01.bin,4609B47A6857749CF7F90CE7374B19AF1287EE70CA76ED1A683D3F322A118336,decoded,,10,80,pass,4,1024,0.507812500,0.007812500,0.999823883,0.977632187,7.816574685,6.830074999,0,0,10,0.595703125,0.095703125,0,0
restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01.bin,4609B47A6857749CF7F90CE7374B19AF1287EE70CA76ED1A683D3F322A118336,decoded,,10,80,pass,5,1024,0.482421875,0.017578125,0.999108258,0.950151451,7.791716778,6.415037499,0,0,2,0.588867188,0.088867188,0,0
restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01.bin,4609B47A6857749CF7F90CE7374B19AF1287EE70CA76ED1A683D3F322A118336,decoded,,10,80,pass,6,1024,0.482421875,0.017578125,0.999108258,0.950151451,7.832715754,6.678071905,0,0,22,0.586914062,0.086914062,0,0
restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup80_cap1024_fixed_run01.bin,4609B47A6857749CF7F90CE7374B19AF1287EE70CA76ED1A683D3F322A118336,decoded,,10,80,pass,7,1024,0.506835938,0.006835938,0.999865161,0.980409272,7.793100302,6.299560282,0,0,6,0.595703125,0.095703125,0,0
restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01.bin,A6D56F0BE842805A0E1E28E2FE1BE0E0ECCD18A839A21F5A96C0976635099802,decoded,,11,88,fail,0,1024,0.514648438,0.014648438,0.999380774,0.958340848,7.820992624,6.299560282,0,0,18,0.602539062,0.102539062,0,0
restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01.bin,A6D56F0BE842805A0E1E28E2FE1BE0E0ECCD18A839A21F5A96C0976635099802,decoded,,11,88,fail,1,1024,0.516601562,0.016601562,0.999204606,0.952876088,7.842792043,6.830074999,0,0,18,0.590820312,0.090820312,0,0
restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01.bin,A6D56F0BE842805A0E1E28E2FE1BE0E0ECCD18A839A21F5A96C0976635099802,decoded,,11,88,fail,2,1024,0.491210938,0.008789062,0.999777099,0.974860438,7.762958570,6.678071905,0,0,10,0.583984375,0.083984375,0,0
restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01.bin,A6D56F0BE842805A0E1E28E2FE1BE0E0ECCD18A839A21F5A96C0976635099802,decoded,,11,88,fail,3,1024,0.500976562,0.000976562,0.999997248,0.997184984,7.833491926,6.540568381,0,0,18,0.599609375,0.099609375,0,0
restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01.bin,A6D56F0BE842805A0E1E28E2FE1BE0E0ECCD18A839A21F5A96C0976635099802,decoded,,11,88,fail,4,1024,0.528320312,0.028320312,0.997684562,0.920515216,7.841331793,6.540568381,0,0,18,0.590820312,0.090820312,0,0
restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01.bin,A6D56F0BE842805A0E1E28E2FE1BE0E0ECCD18A839A21F5A96C0976635099802,decoded,,11,88,fail,5,1024,0.491210938,0.008789062,0.999777099,0.974860438,7.790876171,6.678071905,0,0,30,0.583984375,0.083984375,0,0
restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01.bin,A6D56F0BE842805A0E1E28E2FE1BE0E0ECCD18A839A21F5A96C0976635099802,decoded,,11,88,fail,6,1024,0.470703125,0.029296875,0.997522031,0.917850959,7.811013727,6.540568381,0,0,18,0.597656250,0.097656250,0,0
restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\sampler_snapshot\restart_byte_snapshot_bits_regs_only_warmup88_cap1024_fixed_run01.bin,A6D56F0BE842805A0E1E28E2FE1BE0E0ECCD18A839A21F5A96C0976635099802,decoded,,11,88,fail,7,1024,0.479492188,0.020507812,0.998786150,0.942008277,7.782720978,6.299560282,0,0,18,0.588867188,0.088867188,0,0
